,filename,sentence,PiPP
5529291,the-funniest-five-thousand-jokes-part-3.epub.txt,"Wordplay

#14812

""I was amazed to learn that my Grandad's generation referred to condoms as ""French letters"".",F
1769920,killing-with-confidence.epub.txt,She could also see Connor was in pain as he grimaced with every movement.,F
251492,the-dairymans-daughter-a-true-account-of-amazing-faith.epub.txt,"The presence of this aged pilgrim, the special reverence and affection with which he joined in the different parts of the service, excited many gratifying thoughts in my mind, such as rather furthered than interrupted devotion.",F
606712,immortality-is-accessible-to-everyone-vol-10.epub.txt,"When you have Knowledge of such an infinite Level as contained in Iissiidiology, there can be nothing in your outer reality that could be fearsome to you, because you will be absolutely sure that there is not and cannot be anything in your eternal Existence that can threaten, enslave or intimidate you in any way.",F
2177619,coronado-dreaming.epub.txt,"I told all of this to Giddeon, and all about our little conversation as she and I walked beside the bay, holding hands.",F
2666224,nomads-the-risen-god.epub.txt,"They fed the Whiptails and Trofars and began taking down their tents and loading their wagons, there was much to do and everyone lent a hand as they always did.",F
3902489,ashtrays-to-jawbeakers-volume-2.epub.txt,The surface was calm as could be.,F
1211642,matthias.epub.txt,At least he let me find my own way – more or less without issue – though that probably came from my mothers strong cautions to let me be or she would curse him with some family magic trick she always threatened she had up her sleeve.,F
96791,the-thrill-of-the-hunt.epub.txt,Wes walked with me to the kitchen and watched as I shook two of the pills from the bottle into my hand and washed them down with tap water.,F
1870323,idol-star-system-generation-season-1.epub.txt,"The lyrics were not as deep as first time around, but just as well-written, and the interpretation she gave to it was marvelous.",F
403190,summa-sophialogica-volume-2.epub.txt,"For since prudence is the right reason of things to be done, it is a condition thereof that man be rightly disposed in regard to the principles of this reason of things to be done, that is in regard to their ends, to which man is rightly disposed by the rectitude of the will, just as to the principles of speculative truth he is rightly disposed by the natural light of the active intellect.",F
3445313,alvins-farm-book-2-the-thorn-and-the-rose.epub.txt,The song ended as Alvin approached them.,F
1411140,sirens.epub.txt,"Just as the twister raged havoc on our barn, it suddenly let out a groan, and slowed releasing the remaining debris from its angry grip.",F
2005477,dancing-with-monsters.epub.txt,The man brushed his hand together as if he was removing cookie crumbs from them.,F
2418141,call-me-crash.epub.txt,"Bounders raised his gavel, waiting for a moment of reasonable quiet, and proceeded to announce in as few words as possible that Gino Starr would be remain in custody until bail could be posted in the amount of two million dollars.",F
4987346,privateer.epub.txt,"He shuddered, and crumpled to the floor, knocking down his chair as he fell.",F
4063869,community-prayer-devotional.epub.txt,"In essence, an idol can be any person (or thing) in which we place the weight of our trust and treat as the primary focus of our worship.",F
5224052,hollywood-demands-book-1-lights.epub.txt,"""Well, we have a lot of hard work to do and I'm going to need you to do as I say for this to work.",F
2764516,legends-of-origin-1-sanctuary-for-the-devil.epub.txt,"In fact, the flash of pain he'd felt as the wound had been inflicted had made new adrenaline course through him, enabling him to overpower three guards – all at least twice his size, and armed with Earth technology, too.",F
4376770,moon-trip.epub.txt,"""At least you could see what was happening,"" Pete said though his giggles.",F
2415166,stars-of-charon.epub.txt,Loid raised an eyebrow as he swiped a series of commands.,F
4344144,immortals-children-of-the-gods.epub.txt,Sander said a little irritated at the push to move as he fumbled at the lid to his flask.,F
4081522,the-sacred-scrolls-of-life.epub.txt,"I am most noted for combining spirit with science and since then I have successfully trained hundreds of people, from doctors to laypersons, as medical intuits and facilitators in the use of this technique of regenerative and transformational healing.",F
4992391,bc-guitar.epub.txt,"At the same time your finger mutes the string, your picking hand makes a silent alternating motion as the picking symbols show.",F
5415322,vanilla-book-1.epub.txt,Our tongues tangled together as I grabbed handfuls of his hair.,F
5245765,london-luck-and-love.epub.txt,Or maybe she wouldn't.....seeing as though she was married and therefore less likely to go around talking about her infidelity (or maybe attempted infidelity).,F
1207869,the-depression-of-surya-and-stories-from-this-era.epub.txt,"If the air gram she had received was a tissue it was being used as one, whether or not.",F
2082952,the-flame-and-the-arrow.epub.txt,Nikola's eyes looked heartbroken as he said these things.,F
219751,walls-of-earth-and-stone.epub.txt,"It tapered only slightly from the hilt, and the point taper, little more than a thumb's length, was sloped and rounded, as that of a short spearpoint.",F
4451574,murder-and-the-cold-case-book-one.epub.txt,Not as good as J.D.,F
1702196,pangaea-jacobs-awakening.epub.txt,"The two lowest guards were barely hurt from their fall, however the other had climbed high enough that his skull fractured as he hit the floor.",F
5425329,immortal-wounds.epub.txt,She smiled brightly as she practically danced out of the room.,F
3167654,lilys-mistake.epub.txt,"I suppose it was because of the scowl he was wearing, which seemed as though it was there on a permanent basis.",F
1803608,rylaes-storm.epub.txt,"Sure enough, as Kesn makes her food requests – a small salad, bowl of cobblestone casserole, and slice of bizzonberry pie – her eyes dart to me as she chooses things she thinks I should try.",F
3726360,river-mourn.epub.txt,Rosswell remained silent as a day-old rock concert.,F
5699855,one-night-in-heated-snapshots.epub.txt,"Ever since my older sister moved out of the area, I've had no reason to come back,"" he said as his eyes drifted from her, talking about his family as if there was some sort of grudge.",F
1444461,no-shelter-1-a-post-apocalyptic-love-story.epub.txt,"I say, though I can't hide the shame in my voice.",F
5402491,the-hoodsman-killing-kings.epub.txt,You will ride with him and teach him and train him as we go.,F
1313753,zealot-the-looming-tower-the-bible-the-quran-the-torah-scien.epub.txt,"I shall always remember the comment of an eighteen-year-old Muslim, brought up in Saudi Arabia, commenting on a reference to human reproduction as described in the Qur'an.",F
5792709,epic-death.epub.txt,"Stardust grins widely, dashing towards Toro as he attempts to reform stance.",F
1723433,futures-fantasies.epub.txt,I need to be in my country as a symbol of the future.,F
1638051,samsara-a-paranormal-romance-3rd-edition.epub.txt,"""When I arrived and took over as Alpha Wolf we gained the upper hand again and this upturn of success for the pack raised an alarm with Charles.",F
5015332,revolted.epub.txt,"They limited me and used pain as a learning strategy, but it didn't work at all because I failed to feel bad for my bad actions.",F
133940,sapphire-ice-book-1-in-the-jewel-series.epub.txt,"He turned at the corner, drove another quarter of a mile, then turned down another street, relishing in the dark thoughts that surfaced as the memories assaulted him.",F
5364578,becoming-healer-the-story-of-aaron-daryan.epub.txt,"Cessile lit the candle, and Aaron raised it, lit as it was, to say his Vows- something that each boy was supposed to compose for himself for the occasion:

""I pledge myself to the Balance, to listen to the Flow and heed the Song forever.""",AS
5053386,segomotso-and-the-dressmaker.epub.txt,"She explained that, according to Darwin, sexual dimorphism arose as a direct consequence of sexual selection of dimorphic characters.",F
800697,restoration.epub.txt,He was still talking but he wasn't making much sense and it seemed as though he might be blind in one eye.,F
3130537,my-champion-kisser.epub.txt,"She was kissing her._

Winnie: _As best as she could.",F
226440,chum.epub.txt,"""Let's go, Jen,"" Jack interrupted, as he stood halfway in the secret passageway with his eyes on Jen (Jack didn't like Nathan's way of discounting him entirely the whole time they'd been there.",F
2151038,each-other.epub.txt,I recognized the rider's face though it was shaded by the brim of his jaunty hat.,F
3268788,end-of-endurance.epub.txt,"His face beamed as he placed the tray on the bed announcing, ""We are having fried chicken.""",F
5269255,outside-forces.epub.txt,"Geordie Hammersmith was, as far as Nathaniel knew, the highest ranking member of the Order.",F
4144860,the-captivity-and-triumph-of-winnie-davies.epub.txt,"""So the evangelists did as I said.",F
1481631,the-annotated-nose.epub.txt,"She watched her friends lengthen before her eyes, and grow in power as they did so.",F
4049750,zealot-the-life-and-times-of-jesus-of-nazareth-by-faisal.epub.txt,"As far as the non-combatant population is concerned such as women, children, the old and the infirm, etc., the instructions of the Prophet are as follows: ""Do not kill any old person, any child or any woman"" [].",F
3981711,bobbys-math-two.epub.txt,Mr. Walker announced the blue light meant that ladies could buy one pair of shoes and get another pair free of equal or lesser price as long as the blue light was flashing.,F
5222569,fate-flukes-and-fame-in-country-and-bluegrass-music.epub.txt,"During his teens, he became so proficient at the game that a scout asked him to join the Philadelphia Phillies as soon as he graduated from high school.",F
5141116,tell.epub.txt,"Daffodil releases out her bright yellow fairy wave from her palm gem stone as her wave gently covers the four walls, the ceiling, and the floor.",F
4109316,dream-oracle-series-the-shark.epub.txt,"Adala staring ahead as they quickly make their way to the salon, ""Now hold it together Karl.",F
4436548,dates-and-dorothy.epub.txt,"I was tutored at home by the new teacher  
who left his personal text with answers   
to alternate questions, this sad case copied,

maths certificate or no, a certifiable liar  
if I'd cared to look at myself for what I was,  
throwing away my youth like dirty dishwater,   
as Priestley put it, just to best a class list.",F
2622915,life-blood-coras-choice-1.epub.txt,"I shoved my coat down at my feet and sat back, and the warmth of the heated seat crept into my aching bones as it cradled my body.",F
4278735,the-house-on-coquille-hill.epub.txt,"Angie ate on the front porch, acting as casual as she could with her eyes glued to the path.",F
766295,star-base-the-rockets.epub.txt,"We'll need her as a hostage, so we can make our getaway,"" said Geldorf, grimacing and rubbing his sore balls.",F
831723,nibiru-the-revealing.epub.txt,"Five meters away, on the same wall as the entrance, is a floor-to-ceiling single windowpane eight by ten meters.",F
1087300,the-chameleon-shop-book-one.epub.txt,Ricky was a tubby little gnome with the same floppy hat as the others though his was brown and he wore pointy shoes.,F
1907784,gettin-paid.epub.txt,I learned later that these exhaust vents were designed as a trap system.,F
3579794,blackbird-cry.epub.txt,"""That's right,"" her mother said as she checked on her honey baked ham.",F
4733927,the-uptime-gigs.epub.txt,"The last sound we heard as we descended toward the IronSide docks was Akiko's drill going to work, wrecking security articons.",F
1052862,metanoia.epub.txt,"* * *

The silvery strands of moonlight were not nearly as appealing to Cordelia as the brash presence of sunlight.",F
92992,bluster-strike-and-beyond-commentary-on-the-impeachment-tria.epub.txt,"Devices for reduced observables – such as radar reflectivity, ultraviolet/infrared signatures and acoustic signatures (i.e.",F
2003035,seeds-of-virtue-dark-descent-book-i.epub.txt,"""How can you let–"" he began, astonished that someone like Dex would let this happen, but his words cut off as Gret began to speak.",F
5764431,code-onyx.epub.txt,She didn't have as much intel on him as she would have liked.,F
3944890,eden.epub.txt,"As she said the last part of her statement, she looked directly at Rose and Faye as if she was letting them know that her earlier offer still stood.",F
4240112,kick-ass-girls-of-fire-ice-ya-books.epub.txt,Delta's voice was a deep grumble as he moved to stand beside his son.,F
3797281,rise-of-dachwald.epub.txt,"They mistook the screams of agony behind them as the Sodorfians' shouts of frustration at their quarry having narrowly escaped the trap—that is, with exception of Tulgug, an overly curious bodyguard who had looked over his shoulder.",F
3009793,the-fortress-of-gold.epub.txt,"The girls hurried over and stood next to them, huddling together as the massive dragon outside roared in rage while Jaz kept blasting it with magical energy.",F
5095662,scalies.epub.txt,"Then she heard her father laughing, heard him before she saw him, and she saw her mother looking as if stifling her own laugh, and then Morgana was laughing too, which made LaTasha laugh, though she did not know what was funny.",F
5125598,ensemble.epub.txt,The mayor cursed them as violently as he believed they had cursed him.,F
1618384,the-mystery-of-gods-evidence-they-dont-want-you-to-know-of.epub.txt,"""elahh"" is the way the word ""hhla"" (spelled from right to left as it is Aramaic) is pronounced.",F
3399757,the-vaticinator.epub.txt,"So much stronger, that the force of it makes me whip sideways as even father stumbles, not able withhold the strong pulse.",F
4523960,the-fourth-factor.epub.txt,"If we let the 4th Factor unfold as per the Cosmic Will, why would we be disappointed?",F
4272750,liberations-garden.epub.txt,"Concepts like Mitakuye Oyasin don't mean anything to the phonetic interpreter, just as property, mine, and a separation of humans, nature and spirit, didn't make sense to those who could feel all three alive inside themselves.",F
4859800,snatchers-volume-one-the-zombie-apocalypse-series-box-set-bo.epub.txt,"He didn't want to dwell on it too much, as they hardly knew one another and only engaged in conversation on a professional basis when they were at work.",F
4355930,eve-of-the-serpent.epub.txt,"For three days, though, it is dark, a descent into the underworld before its resurrection as the new moon on the third day.",F
2478036,the-haunting-of-berkeley-square.epub.txt,"""Ahh, Amanda,"" William said as they reached the top.",F
2829750,the-philosophy-of-evolution.epub.txt,And why must we speak of an inert matter into which life and consciousness would be inserted as in a frame?,F
2751812,linking-with-the-4th-dimension.epub.txt,"We use that word with the greatest trepidation because, as soon as we do, people will seize on it and declare that reincarnation is a fact despite our saying many times that you only come to the earth plane once.",F
5743457,he-will-rule-as-god-ancient-israel-history-an-old-testament-.epub.txt,"However, the chapter begins as the Kings history.",F
638058,texas-rose.epub.txt,"Her hand rose slowly to her lips, pressing soft against the warm moisture coating them as she sat up in the darkness of the unfamiliar room.",F
5586524,hardshellz.epub.txt,"That's true, but when you add in the auction's commission, planetary sales tax, Multi World Council's galactic sales tax, insurance and various other fees, the sum soon ramped up, as Çrámerr might say.",F
761357,to-kill-a-warlock.epub.txt,He nodded as I shook my head.,F
2192385,vampires-shade-1-vampires-shade-collection.epub.txt,The rise and fall of my chest as I breathed in and out.,F
1644188,john-smith-world-jumper-book-one-portal-to-adventure.epub.txt,"Also obvious, as much as I knew it was a man screaming, I knew that it was filled with pure terror.",F
1404485,rift.epub.txt,Counselor Novak smiled as he sat down opposite her.,F
1120211,the-guardian-angel.epub.txt,Mick heard a click as the line was broken and he found himself staring at the telephone handset as though he had never seen it before.,F
3002546,the-tatted-crooner.epub.txt,The hotel was beautifully lit and seemed peaceful as the group casually walked through the lobby.,F
5083587,balancers-soul.epub.txt,Her parents made it out as well and they gave me their blessing for the two of us to be together.,F
5711211,stories-varied-a-book-of-short-stories.epub.txt,"Whatever, breathing down my neck, you've charmed me with your mind as well, and now with your lovemaking, you've increased my craving for being your woman.",F
2603950,the-sellafield-one.epub.txt,"She shivers and blows into her hands as a bitter chill sweeps across us – a gust of wind, so powerful, it carries some of the sand along with it.",F
1614733,terra-onlinegenesis.epub.txt,"""That's a pity"" I say with a smile as I remember the siblings that imprisoned me weeks back.",F
4157366,the-treasure-bride.epub.txt,"And although James tried to please his parents and treat Mei Ling as a sister, he couldn't.",F
3983425,starlight-book-1.epub.txt,"Cathy, stop it now,' said Ronald, as she shrugged away from him.",F
1934450,the-slave-free-men-1.epub.txt,"Master's touch recalled me to my position, and I gave him my full attention, my long hair cascading over us both as I looked down.",F
2248286,over-the-hills-and-far-away.epub.txt,He clutched at the wound as his knees buckled and he fell to the ground in agony; the air was filled with strangely familiar and sinister laughter.,F
2923369,under-the-arches.epub.txt,"She escaped to her room as soon as dinner was over and lay on her bed staring up at the ceiling, trying to ignore the loud noises that had almost immediately started coming from the lounge.",F
4340324,lascaria-sins-of-the-ancestors.epub.txt,"As soon as Sarthol was not useful anymore, Zorlen could just leave.",F
4081017,tales-for-the-tube.epub.txt,The washing machine and ironing board lay redundant and forgotten as Jill's obsessive behaviour turned to a thirst for knowledge.,F
4245406,dites-oui-say-yes.epub.txt,"Obliging her roaming hands, his gentle shrug gave aid to the prohibitive robe's descent, brushing his calf as it fell silently to the floor.",F
2418615,the-statue-maker.epub.txt,"Selena cried out as she fell and Falk turned and with chagrin saw that the kindly sweet dispenser had fallen and cut her head on the out-house door, blood streamed down her face from the nasty looking gash on her forehead.",F
4306137,intertwine.epub.txt,"Having had a fairy tale wedding, Prince Charles and Lady Diana Spencer, known today as Princess Diana, soon became loving parents to Prince William, and later, Prince Harry.",F
3140994,lord-open-my-eyes-that-i-may-see.epub.txt,"Sometimes my angels will appear as sound, sometimes weight, sometimes joy.",F
3784909,no-rest-for-the-wicked.epub.txt,Every muscle in his body primed for action as he watched the men roughly unlock her chains and then loosen them from her wrists and ankles.,F
3455016,host-chronicles-volume-1-devils-offspring.epub.txt,"He kissed Makeda on the forehead and smiled at the thought that ""what they shared was divine,"" as Makeda nicely put it.",F
1462224,ancient-greek-creatures-metalexicon-logodynamics.epub.txt,": 2.0000

Intonation scale Beats : 0.1250

Intonation scale [*8*16]: 1.000

Intonation scale notes : do

Mayan Galactic tone : Galactic

Muse [Domain-Emblem] : Thalia [ Comedy - Comic mask ]

Ancient Greek God : Apollo - Dionyssus

Ancient Greek God colour: Blue

Astrology : Saturn - Sun - Leo - Scorpio

Planet day : Saturday

Planet : Saturn new [ Saturn ]

Hindi Planet : Shani

Colour : Opal - Elephant

Chakra : Unknown

Aura : Mauves - Purple

Planet : Saturn note

Orbit (note) : 295.7(D#)

Spin (note) : 455.4(A#)

Spiritual Body [Yoga] : Pranic body

Number Quality [Yoga] : Purity - Energy - Fearlessness - Self initiating

Vaastu Shastra : Unknown

Avatar of Vishnu : Christna or Kaneya Avatar the Son of the Virgin Devanaguy

Samanism : Lion - Butterfly

Roman number : IIX

Roman Greek God : Apollo – Bacchus

Aztec Nahuatl number : Chicuei

Month : August

Week Day : Thursday

Alchemy : Fire - Water

Tarot : Strength

Ogham : 8

Rune : Ehwaz [ Strong Magic Jumping Force Field ]

Chinese dragon : Huanglong - the Yellow Dragon

I-Ching : #26 Ta ch'u

I-Ching [ revised ] : whole + double divisible

Feng Shui Number : Wealth - Abundance

Feng Shui House Number : Multiply - fertile

Egyptian soul part : Sekhem

Egyptian God : Nephthys wife of Seth

Egyptian Principle : Right understanding

Chaldean and Hebrew : Cheth - Peh

Tree of Life : Hod - Majesty [ Splendor - Glory ]

Hebrew Letter : Cheth \- Pe

Element : Earth

Gemstone : Diamond - Fire Opal

Plane : H Mental and Q Intuitive and Z Emotional

Temperament : H-Q Dual/Mutable and Z Creative/Inspired

Today number : 8

Binary number : 1 1 1 0 and Octal = 10 - Hexadecimal = 8

Morse code symbols : _ _ _ . .

Greek [Hellenic] Letter : Η - Π - Ω [ Ita - Pi - Omega ]

Number Meaning : Change, balance, transformation, endurance

Friendly with numbers : 3, 4, 5, 7 and 8

Unfriendly with numbers : 1, 2, 6 and 9

Number Dream Symbol : Wholeness, infinity, eternity

Function [magic square] : Intuitive mental function

Main target : Power

Personal Goal : To exercise control over environment, to achieve power and status

Gifts : Decisiveness, courage, focus, delegation

Fears : Loss of prestige, being at the mercy of circumstances or of others less capable

Challenges : Belligerence, manipulation, anger, judgment

Traits : Executive, professional, strength, money problem solver, organizer, achiever, judgment

Succeed as : Any type of professional, business owner, publisher, contractor, engineer, financial analyst, judge

Psychological type : ETNP = intuitive-logic extraverted type - IFNP = intuitive-ethical introverted type

Analytical psychology : XY = Extraversion (objective) public - Introversion (subjective) individual

Psycho-type transaction : Introversion - ethical function - intuitive function \- irrationality

Psychological properties: Intuition of time - potential time

Number interpretation : Wealth, Power, Riches, Status, Material, Pragmatism, Aggregation, Dictatorship, Business, Investment, Skills, Reality

Negative aspects : Failure, weakness, preoccupied with money, sabotage of success, quitter, obsessed with power and riches

* Hippocampus = 8+9+7+7+6+3+1+4+7+3+1 = 56 = 2

Pythagorean Tetractys : 2

Ancient Greek number : duo

Music note : Re - [ D ]

Ancient note : Β

Greek Ancient notes : Parypati [ Fa - ΤΩ ] older [ Parypati ]

Greek Ionian note : Re [ D ]

Greek Aeolian note : Re [ D ]

Greek Lydian note : Re [ D ]

Greek Hypolydian note : Sol [ G ]

Greek Mixolydian note : Do [ C ]

Greek C Mixolydian note : Re [ D ]

Greek Phrygian note : Do [ C ]

Greek Hypophrygian note : La [ A ]

Greek Dorian note : Do [ C ]

Greek C Dorian note : Re [ D ]

Greek Hypodorian note : Ti [ B ]

Greek B Locrian note : Do [ C ]

Byzantine note : ΠΑ [ Pa - E ]

New notes : Si - B

Note's scale : do - re - mi - fa - so - la - ti - do

Frequency : 1.1225

Beats : 0.1374

Beats [*8/*16] : 1.099

Intonation scale Freq.",F
3552995,the-system-how-to-have-the-business-you-deserve-live-your-li.epub.txt,First time investors we identified as being really concerned about 'what happens if interest rates go up?',F
4463441,the-son-of-man.epub.txt,Todd moved aside as she put her hand on Maria's forehead.,F
2377357,the-ghosts-of-the-past.epub.txt,"In marrying Lord Healer Torr, Queen Darla fulfilled that treaty as the granddaughter of King Lyr IV and Queen Eleanor I,"" elaborated Lady Aisling, beckoning Fëawen and Elendir to the adjacent dining room.",F
1411434,sirens.epub.txt,She motioned for me to join him as she turned and left with a whispered good luck.,F
1101226,chronicles-of-hunter.epub.txt,"She'd immersed herself in it, gently guiding the gases as they expanded and grew.",F
5543717,poison-harvest.epub.txt,The camerawoman raced around capturing all the antics as Claire helped set tables and prepare vegetables.,F
2829797,the-philosophy-of-evolution.epub.txt,"We don't tend to experience things as differences of the One; we usually experience things as just different from each other, and often inapproachably different.",F
5519450,leadership-vs-management.epub.txt,That he demonstrated possibilities should not be discounted as simply the results of wartime authority.,F
3128358,the-thirteenth-unicorn.epub.txt,"Ben yelled, as he took off across the pasture.",F
470713,ravens-station-steward.epub.txt,"For saying he against her errant life, that though she claims the strait walk, and she talks of a saviour from her darkness, though she boasts of a deliverer and a keeper from her waywardness, yet all the while, she, saying he, rejects the word unto her which displeases her, and yet walks according to her own will.",F
3789980,the-spell-a-big-bad-wolf-romance-book-three.epub.txt,Danny's chest felt as if it were cracking wide open.,F
509977,quinns-war.epub.txt,"Some say it started off as a bunch of cavalry riders who got tired of the way the war was being run in the day, so they rode at night jumping pickets and sentries and stealing horses.",F
4611393,lost-in-time.epub.txt,Salisha was serving as my regent in Dunre.,F
4921560,cretaceous-clay-and-the-ninth-ring.epub.txt,"Niles narrated their journey, as though giving a lesson to school children.",F
3280342,weird-beliefs.epub.txt,"Of course, as a practical matter this would make little difference.",F
2950809,squatters-rights.epub.txt,Kharmadi winced as she remembered Iol talking about taking the child from the pouch during the ceremony.,F
2398247,plasma-frequency-issue-5.epub.txt,She grinned as he blushed.,F
4300397,immortal-consequences.epub.txt,Ra was out of the building before he heard the building groaning as Kal pulled out the metal pole.,F
1425161,logical-good-and-evil.epub.txt,"* As such, I am sharing concepts like the ""Romi"" for everyone's benefit.",F
1403865,tenets-of-war.epub.txt,He could not wait to carry Violet into her room and tuck her into her own bed and kiss her gel-free hair as he wrapped the warm fur up over her.,F
4110516,dark-isle.epub.txt,"Masson, ensconced once more behind his desk, sighed and said, ""All right, Garland, you might as well tell me now.",F
3483662,secret-crush.epub.txt,His gaze returned to her sweet lips as she unfolded her napkin and placed it on her lap.,F
4573135,stories-of-love-and-hate.epub.txt,Two men stood on the veranda as Augustine swung open the door.,F
5396793,the-wolves-of-solomon-wolves-of-solomon-book-one.epub.txt,"_Shit!_ he thought, as he now tried to defend himself.",F
3304596,the-end-of-the-line.epub.txt,"If you were to gain weight, or more likely, for Ember, as her changing goes, the same clothing will always fit her.",F
2065403,the-quartet-jace.epub.txt,Then in the month of March something weird happened at the Boyer Nursing Home as the death rate jumped from an average of four out of thirty three patients which increased from twelve percent mortality to sixty percent.,F
5486868,orphans-of-time-space.epub.txt,"Sue turns and walks briskly out, phoning Dylan as she goes.",F
3083431,reborn.epub.txt,"I feel it move as Jasper sits up, then gets up.",F
4590763,blonde-kisses.epub.txt,"The three of us should get together and do something fun again sometime soon,"" she says as she picks it up by its protective wooden frame and looks at it.",F
61090,lycan-fallout-1-rise-of-the-werewolf.epub.txt,"Let's face it, as young men, we do a lot of stupid stuff we think is cool.",F
2845982,unfinished-love-joyce.epub.txt,"She was very fond of swimming, but now had been winter, buying swimsuit as a gift, too outdated and too earth-shattering!",F
3799522,i-am-lance-richard-deity-lord-book-3.epub.txt,"He stopped talking to frown as the King stopped flaring golden eyes followed by the male speaking ""Interesting anything else regarding pursuing the King position?""",F
1070888,revelations-of-unleavened-sainthood.epub.txt,"They are as a dream to them, but the love is real.",F
2278006,the-xenophobe.epub.txt,"The pink curtain that covered the glass had been pushed back a couple inches, as if someone had been peering out.",F
5364835,the-sixth-line-of-defense.epub.txt,"""Clearance 3-A and above actually.."" The Dean agreed as if she actually knew about that sort of thing, much to Shiva's surprise.",F
3024880,2020-vision.epub.txt,The love in her voice identified her as the woman's granddaughter.,F
420382,authentic-raw-and-real-perspectives-on-life.epub.txt,"They also talk about how they and their spouse focused on themselves, having others take care of the kids or leaving them alone while they went out living as if they were fifteen years younger.",F
2935888,day-soldiers.epub.txt,"""I saw something on the street,"" Scott said as he looked out the window.",F
3550839,nwo-ordinance-code-us-reporting-agency-version-2nd-edition.epub.txt,"NWO Code 228.72 A percentage in citizens categorized as adult and/or having been displayed in a nude, semi nude and/or pornographic manner in a public forum shall, upon integration, be required to live in specifically designated gated communities providing the necessary amenities and protection for said citizens security from primary citizens in regulated social degrees.",F
2793303,scotty-and-me.epub.txt,He put Scott's limp body in the back of the truck and started driving to the hospital as fast as he could.,F
1999251,crucible-a-phoenix-novella.epub.txt,Phoenix felt every touch since his reawakening as though it were seared into his skin.,F
5213086,mr-toppers-fabulous-funtown.epub.txt,"Not that anyone expected any trouble, as the general public was not invited to Tiny's big day.",F
4241324,chosen.epub.txt,He straightened and turned to face her as she moved inside.,F
1396019,melodys-christmas-heartwarming-holidays-sweet-romance-book-1.epub.txt,"At that moment, she felt as if she could do anything.",F
3857903,a-man-of-mysterys-global-adventure-outward-bound.epub.txt,"#48

Realising that I might have to amuse myself for the next few days, as it was still too early even for breakfast I started to look for a few things to do, however as I had been unable to pick up a map of Salvador anywhere I had no idea where anything was and did not want to risk just going for a wander and hoping I would be able to find my way back.",F
184701,the-2014-wilmington-real-estate-and-relocation-guide.epub.txt,Dining options include family casual eateries such as Ruby Tuesday and Outback Steakhouse.,F
893600,body-and-soul-the-chronicles-of-light-and-darkness-book-1.epub.txt,"She learned this little-known-fact as she grew older and grew into a young woman: friends changed and left, usually for something they thought was better.",F
5307231,the-arrival.epub.txt,"The boots fit well, though the thin soles felt strange compared to my running sneakers.",F
3354235,through-time-whiplash-book.epub.txt,"The queen's Royal warriors were gathering in numbers as the moments swiftly ticked by, but Trevor knew their numbers were not enough—they would have to rely on Seelie magic.",F
756362,the-rising.epub.txt,Kai does the same beside her as they wait while one couple finishes their picnic.,F
5101262,the-weathermaker-prince-of-light-part-1-of-2.epub.txt,And then his heart jolted as he suddenly recognised her.,F
3022592,finders-gate-episode-one.epub.txt,"I simply did as I was told – a dutiful guard, a perfect Finder.",F
3482501,gods-instructions-for-growing-older.epub.txt,"""...the Lord sees not as man sees; for man looks on the outward appearance, but the Lord looks on the heart.""",F
3101363,runner.epub.txt,"Then Drellin waited still as death, alert to the slightest sound.",F
5079138,the-lost-star-episode-one.epub.txt,"Harvey had one defect, though he'd never admit it – he was too loyal.",F
4680592,legends-of-the-brethren-the-sampler.epub.txt,The crunch of oncoming feet suddenly drew their attention as their foes approached.,F
4119667,diabetes-control-preventing-heart-disease-and-strokes-natura.epub.txt,Diabetics can use exercise as a means of producing more nitric oxide.,F
1648408,johnny-who.epub.txt,"However, let's let the Holy Spirit be the guide, as only He knows to whom it applies, and how to instil a fear of God in the hearer.",F
4078421,the-stones-of-song-the-complete-series.epub.txt,She knew as well as he did that things were becoming desperate.,F
3621929,punishing-a-good-deed.epub.txt,"""Goodnight and thank you very much for everything and for letting us barge into your home unannounced,"" Annette quietly told them as I curled down deeper into the couch and her.",F
3273001,star-wars-the-hunters-gambit-book-1-revelations.epub.txt,It was as if there was a great forgetting just before the galactic republic came into existence.,F
3871722,soldiers-of-legend.epub.txt,"Below, the Akorans led by Morik Far-Eagle faced off against two legionnaires, slamming their great two-handed hammers and axes into their metal hides while the balled fists of the constructs swept the brave warrior women aside as if they were kindling.",F
3558007,memoir-for-you.epub.txt,"Just as suspected, Changmin was not a fan of my wording.",F
2409558,drink-the-sky.epub.txt,"Everybody else has forgotten about him, and at the moment he's just as happy about that.""",F
3532850,the-alphas-concubine-the-moon-people-book-one.epub.txt,Netya stared at the sun as it dipped below the horizon.,F
3816740,the-midnight-son-existence.epub.txt,"Get home as quickly as you can.""",F
785019,tuesdays-caddie.epub.txt,She had been as angry with herself as she had been at him.,F
1060399,captive-lace-underground-trilogy-1.epub.txt,His deep voice rumbles through his chest as I press my face against him.,F
2650046,razel-dazzle.epub.txt,"Craig has left and I—"" He stopped as she reached up and cupped his cheek.",F
4919760,the-pursuit-of-emma.epub.txt,I was shaking as I picked it up and tucked it into my trousers.,F
192303,the-doormasters-apprentice.epub.txt,"After securely tying one end to the doorknob, he started to play out the string as he crept down the aisles opening cabinet doors and checking shelves.",F
